ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,ACCT_AGE,HIGH_RISK
5037047,0,1,1,0,2,Working,Secondary / secondary special,Married,With parents,-16271,-3111,1,0,0,0,2.0,-32.0,0
5052983,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-19304,-1601,1,0,0,0,2.0,-20.0,0
5045410,1,0,1,2,3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11440,-2422,1,0,0,0,3.0,-17.0,0
5117392,1,0,0,0,2,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17615,-339,1,0,0,0,1.0,-50.0,0
5095612,0,0,0,1,3,Working,Secondary / secondary special,Married,House / apartment,-10512,-523,1,0,0,0,3.0,-33.0,0
5023926,0,1,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-17398,-458,1,0,0,0,3.0,-27.0,0
5069133,1,0,0,0,2,Commercial associate,Higher education,Married,With parents,-15360,-413,1,0,0,1,2.0,-5.0,0
5067782,0,1,0,2,3,Working,Secondary / secondary special,Married,House / apartment,-12428,-1400,1,0,0,0,4.0,-36.0,0
5069237,0,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-14827,-4037,1,0,1,1,2.0,-7.0,0
5053058,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-20575,365243,1,0,1,0,2.0,-28.0,0
5041540,1,0,1,1,2,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19295,365243,1,0,0,0,3.0,-8.0,0
5009398,1,0,0,1,1,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,3.0,-55.0,0
5087569,1,0,1,1,3,Commercial associate,Higher education,Single / not married,House / apartment,-15926,-3327,1,0,0,0,2.0,-57.0,0
5053874,0,0,1,0,2,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9905,-2493,1,0,0,0,2.0,-10.0,0
5068169,0,1,1,1,3,Working,Higher education,Married,House / apartment,-11023,-3093,1,0,0,1,3.0,-22.0,0
5067577,0,1,1,1,3,Pensioner,Secondary / secondary special,Married,House / apartment,-18948,365243,1,0,0,0,3.0,-52.0,0
5023129,1,1,0,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-12691,-2000,1,0,0,0,2.0,-7.0,0
5116050,1,0,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-17803,-10762,1,0,0,0,2.0,-20.0,0
5126685,1,0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-19899,-3149,1,1,0,0,2.0,-17.0,0
5053232,0,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-17418,-8022,1,1,0,0,2.0,-38.0,0
5090027,1,0,1,0,2,Working,Higher education,Married,House / apartment,-10075,-460,1,0,1,1,2.0,-41.0,0
5066547,1,0,1,0,2,Pensioner,Higher education,Married,House / apartment,-23640,365243,1,0,1,1,2.0,-37.0,0
5088701,1,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-17562,-1261,1,0,0,0,2.0,-20.0,0
5054265,0,1,0,2,4,Commercial associate,Higher education,Married,House / apartment,-14561,-4745,1,0,1,0,4.0,-57.0,0
5105181,0,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-16165,-848,1,1,0,0,2.0,-55.0,0
5036924,1,1,0,0,3,Working,Secondary / secondary special,Civil marriage,With parents,-10082,-2015,1,0,0,0,2.0,-25.0,0
5125985,0,0,0,1,2,Working,Secondary / secondary special,Married,House / apartment,-12546,-2539,1,0,0,0,3.0,-11.0,0
5118641,0,1,0,0,4,State servant,Higher education,Married,House / apartment,-23392,-1921,1,0,1,0,2.0,-27.0,0
5038715,0,1,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-9540,-1143,1,1,0,0,1.0,-27.0,0
5010038,1,0,1,0,3,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,1,0,0,0,2.0,-16.0,0
5024201,1,0,1,0,3,Working,Secondary / secondary special,Single / not married,House / apartment,-16278,-2712,1,1,1,0,1.0,-25.0,0
5061554,1,1,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-24121,365243,1,0,0,0,2.0,-29.0,0
5051107,1,0,0,0,1,Pensioner,Secondary / secondary special,Separated,House / apartment,-24082,365243,1,0,1,0,1.0,-34.0,0
5135694,1,0,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-11004,-1570,1,0,0,0,2.0,-4.0,0
5087939,1,0,1,0,3,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18095,-3205,1,0,0,0,2.0,-48.0,0
5115985,0,1,1,2,2,Working,Higher education,Married,House / apartment,-13174,-2477,1,0,0,0,4.0,-1.0,0
5112883,1,0,1,0,3,Working,Higher education,Married,House / apartment,-13770,-6372,1,0,0,0,2.0,-5.0,0
5038629,1,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-19906,-5982,1,0,0,0,2.0,-30.0,0
5118517,0,1,0,0,3,Working,Higher education,Married,House / apartment,-13434,-2471,1,1,0,0,2.0,-43.0,0
5135552,1,0,1,0,2,Commercial associate,Higher education,Single / not married,House / apartment,-11375,-1236,1,0,0,0,1.0,-2.0,0
5148436,1,0,1,0,3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8442,-410,1,0,0,0,1.0,-26.0,0
5096736,0,1,0,0,3,State servant,Higher education,Married,Co-op apartment,-14536,-3415,1,0,1,0,2.0,-41.0,0
5041352,0,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,1,0,0,0,2.0,-23.0,0
5036589,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-24306,365243,1,0,1,0,2.0,-44.0,0
5041980,1,0,0,0,3,Commercial associate,Higher education,Married,With parents,-14636,-4690,1,1,1,0,2.0,-55.0,0
5036971,1,1,1,2,2,State servant,Secondary / secondary special,Married,House / apartment,-14439,-6094,1,1,0,0,4.0,-6.0,0
5024263,1,1,0,0,3,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21276,-1128,1,0,1,0,2.0,-7.0,0
5114132,1,0,0,0,2,State servant,Secondary / secondary special,Married,House / apartment,-20875,-3785,1,0,0,0,2.0,-4.0,0
5023896,1,0,0,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,-18309,365243,1,0,0,0,3.0,-55.0,1
5035862,1,0,1,0,3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21185,-2381,1,0,0,0,1.0,0.0,0
5024573,1,0,0,1,1,Working,Secondary / secondary special,Married,With parents,-10253,-1462,1,0,0,0,3.0,-36.0,0
5024229,1,1,1,0,4,Commercial associate,Higher education,Married,House / apartment,-15702,-185,1,0,1,0,2.0,-7.0,0
5065478,0,0,0,1,2,Working,Secondary / secondary special,Married,House / apartment,-13574,-109,1,0,0,0,3.0,-52.0,0
5126517,0,1,0,0,2,Working,Higher education,Married,House / apartment,-20516,-2265,1,0,1,0,2.0,-45.0,0
5047931,0,1,0,0,3,Working,Secondary / secondary special,Single / not married,House / apartment,-13999,-1526,1,0,1,0,1.0,-10.0,0
5009203,1,0,0,0,3,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,2.0,-21.0,0
5029166,1,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-20412,-5427,1,0,0,0,2.0,-45.0,0
5089300,1,0,0,0,1,Working,Secondary / secondary special,Married,House / apartment,-18549,-1160,1,1,0,0,2.0,-23.0,0
5041621,0,0,1,0,3,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,1.0,-33.0,0
5035941,1,1,1,0,3,Working,Higher education,Single / not married,House / apartment,-10679,-1195,1,0,0,0,1.0,-30.0,0
5116660,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-15116,-2284,1,0,0,0,3.0,-29.0,0
5090141,1,0,0,0,2,Working,Secondary / secondary special,Civil marriage,With parents,-9918,-1257,1,0,1,0,2.0,-10.0,0
5143485,0,0,1,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-11935,-1200,1,0,0,0,3.0,-57.0,0
5058393,0,0,1,0,2,Pensioner,Higher education,Married,House / apartment,-21410,365243,1,0,0,0,2.0,-11.0,0
5061120,1,0,1,1,3,State servant,Higher education,Married,House / apartment,-13482,-4795,1,0,0,0,3.0,-42.0,0
5090237,1,1,1,0,2,Working,Higher education,Married,House / apartment,-22799,-5547,1,0,0,0,2.0,-3.0,0
5092395,0,1,1,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-11050,-443,1,1,0,0,3.0,-16.0,0
5132908,1,0,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-10438,-2264,1,0,1,0,2.0,-23.0,0
5024789,1,0,1,0,3,Pensioner,Higher education,Married,House / apartment,-23868,365243,1,0,0,0,2.0,-35.0,0
5038828,0,1,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22240,365243,1,0,0,0,2.0,-55.0,0
5091842,0,1,0,1,3,Working,Secondary / secondary special,Married,With parents,-11942,-3638,1,0,1,0,3.0,-38.0,0
5089688,1,0,0,0,1,Working,Secondary / secondary special,Civil marriage,House / apartment,-15563,-309,1,0,0,0,2.0,-24.0,0
5126378,0,1,0,0,2,Working,Higher education,Married,House / apartment,-10472,-2996,1,1,0,1,2.0,-8.0,0
5028703,1,0,1,0,3,State servant,Higher education,Widow,House / apartment,-19955,-6200,1,0,0,0,1.0,-56.0,0
5118157,1,0,0,1,3,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,3.0,-21.0,0
5104940,1,0,1,3,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-16694,-412,1,1,1,0,5.0,-36.0,0
5139579,1,0,1,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-23421,365243,1,0,0,0,1.0,-12.0,0
5114315,1,0,0,0,3,State servant,Higher education,Widow,House / apartment,-18408,-4242,1,0,1,0,1.0,-10.0,0
5116482,1,0,0,2,3,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12378,-670,1,1,1,0,3.0,-11.0,0
5046437,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-21195,-3913,1,1,1,0,2.0,-32.0,0
5090861,1,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-19765,-2168,1,0,0,0,2.0,-30.0,0
5132309,1,0,1,2,1,Working,Secondary / secondary special,Separated,House / apartment,-13593,-4699,1,1,1,0,3.0,-41.0,0
5091241,1,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-16279,-1478,1,0,0,0,2.0,-54.0,0
5113972,0,1,0,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-16538,-3846,1,1,0,0,3.0,-32.0,0
5135685,1,0,1,0,3,Working,Higher education,Married,House / apartment,-13577,-1266,1,0,1,0,2.0,-43.0,0
5029064,1,0,1,1,1,Working,Secondary / secondary special,Married,House / apartment,-9720,-507,1,0,0,1,3.0,-26.0,0
5095929,1,0,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-20592,365243,1,0,1,0,2.0,-13.0,0
5053994,0,1,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-19983,365243,1,0,0,0,2.0,-1.0,0
5067440,1,0,1,0,2,Pensioner,Higher education,Married,House / apartment,-22037,365243,1,0,0,0,2.0,-16.0,0
5150039,0,0,0,0,2,Working,Secondary / secondary special,Single / not married,With parents,-12784,-1537,1,0,0,0,1.0,-19.0,0
5048215,0,1,1,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-12250,-857,1,0,0,0,3.0,-8.0,0
5067924,1,0,1,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-22743,365243,1,0,0,0,1.0,-30.0,0
5091673,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-23026,365243,1,0,0,0,2.0,-30.0,0
5149287,1,1,1,1,3,Working,Secondary / secondary special,Civil marriage,House / apartment,-15443,-290,1,0,0,0,3.0,-4.0,0
5149895,1,0,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,2.0,-17.0,0
5149592,1,0,1,0,2,Working,Higher education,Married,House / apartment,-12289,-1812,1,0,1,0,2.0,-37.0,0
5088859,1,1,1,2,2,Commercial associate,Higher education,Married,House / apartment,-12002,-1251,1,1,0,0,4.0,-52.0,0
5118526,1,0,1,0,2,Commercial associate,Higher education,Married,House / apartment,-22190,-523,1,0,0,0,2.0,-30.0,0
5022243,1,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-15231,-8375,1,0,0,1,2.0,-58.0,0
5142477,1,0,1,2,1,Working,Higher education,Married,House / apartment,-11191,-741,1,0,0,0,4.0,-29.0,0
5021221,0,1,0,0,3,Working,Higher education,Single / not married,House / apartment,-9930,-674,1,0,0,0,1.0,-23.0,0
5116298,0,1,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-16468,-3304,1,1,1,0,4.0,-23.0,0
5126178,0,0,0,0,3,Working,Higher education,Married,Rented apartment,-17300,-408,1,1,1,0,2.0,-41.0,0
5074714,1,0,1,0,2,Working,Higher education,Single / not married,House / apartment,-22235,-10600,1,0,0,0,1.0,-7.0,0
5149658,1,0,1,0,3,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22576,365243,1,0,0,0,1.0,-9.0,0
5036697,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-17104,-9320,1,1,0,0,2.0,0.0,0
5010083,0,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,2.0,-8.0,0
5135826,1,0,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482,-2878,1,0,0,0,2.0,-11.0,0
5117463,0,0,0,1,3,Commercial associate,Higher education,Married,House / apartment,-13040,-1223,1,1,0,0,3.0,-21.0,0
5091865,1,0,1,0,3,Working,Higher education,Married,House / apartment,-19852,-200,1,0,1,0,2.0,-12.0,0
5068617,1,1,0,0,2,Pensioner,Higher education,Married,House / apartment,-21538,365243,1,0,0,0,2.0,-43.0,0
5041985,1,0,0,0,3,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16306,-4904,1,1,1,0,2.0,-55.0,0
5135784,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-23844,-2147,1,0,1,0,2.0,-56.0,0
5145801,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,With parents,-21350,365243,1,0,0,0,2.0,-36.0,0
5091120,0,0,1,1,3,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14785,-3018,1,1,1,0,3.0,-14.0,0
5091936,0,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-21720,365243,1,0,1,0,2.0,-3.0,0
5024641,1,1,1,0,2,Commercial associate,Higher education,Married,House / apartment,-10213,-1707,1,0,0,0,2.0,-50.0,0
5125363,0,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-12222,-195,1,0,0,0,2.0,-4.0,0
5008951,0,0,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-10321,-2808,1,0,0,0,3.0,-45.0,0
5053037,1,0,1,0,1,Pensioner,Lower secondary,Married,House / apartment,-22250,365243,1,0,0,0,2.0,-19.0,0
5105098,0,0,0,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-12338,-3283,1,0,0,0,2.0,-47.0,0
5046488,1,1,0,2,2,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10625,-1701,1,0,0,0,3.0,-5.0,0
5022996,1,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,1.0,-49.0,0
5009340,0,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,-57.0,0
5113761,1,1,1,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-11146,-1442,1,1,1,0,3.0,-14.0,0
5046508,1,0,1,0,3,Commercial associate,Higher education,Separated,House / apartment,-19604,-970,1,0,0,0,1.0,-4.0,0
5096874,1,0,1,1,2,Working,Secondary / secondary special,Married,Municipal apartment,-14605,-5363,1,0,0,0,3.0,-9.0,0
5036605,1,1,0,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22750,365243,1,0,0,0,2.0,-30.0,0
5009768,0,0,0,0,2,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,1.0,-19.0,0
5068191,1,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-10209,-1724,1,0,0,1,2.0,-8.0,0
5054502,0,0,1,0,2,Working,Secondary / secondary special,Civil marriage,House / apartment,-15884,-1003,1,0,0,0,2.0,-4.0,0
5046362,1,0,1,0,1,Working,Secondary / secondary special,Civil marriage,With parents,-14386,-139,1,1,1,0,2.0,-43.0,0
5117086,0,1,1,0,3,Working,Secondary / secondary special,Single / not married,House / apartment,-11917,-126,1,0,0,0,1.0,-16.0,0
5023081,0,0,1,0,2,State servant,Incomplete higher,Single / not married,House / apartment,-8758,-296,1,0,0,0,1.0,-18.0,0
5048091,0,1,1,3,3,Working,Secondary / secondary special,Married,House / apartment,-15391,-5787,1,0,0,0,5.0,-49.0,0
5148607,1,0,1,0,3,Commercial associate,Higher education,Married,Municipal apartment,-16344,-1478,1,0,0,0,2.0,-13.0,0
5114488,0,1,1,0,3,Pensioner,Higher education,Married,House / apartment,-23313,365243,1,0,0,0,2.0,-27.0,0
5067750,1,0,1,0,2,Working,Higher education,Married,House / apartment,-22112,-8491,1,0,0,0,2.0,-9.0,0
5009189,1,0,0,0,3,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,2.0,-16.0,0
5116729,0,1,1,0,2,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24780,365243,1,0,0,0,2.0,-43.0,0
5008966,0,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-16027,-889,1,0,1,0,2.0,-15.0,0
5146426,0,1,0,0,3,Commercial associate,Incomplete higher,Civil marriage,With parents,-8897,-674,1,0,0,0,2.0,-37.0,0
5042301,0,1,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-15207,-2102,1,1,1,0,3.0,-31.0,0
5045583,1,0,1,3,2,Working,Secondary / secondary special,Separated,House / apartment,-10313,-991,1,0,0,0,4.0,-12.0,0
5117977,1,1,0,0,2,Working,Higher education,Civil marriage,House / apartment,-9778,-857,1,1,1,0,2.0,-17.0,0
5046408,0,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-21748,-1388,1,0,0,0,2.0,-5.0,0
5037288,0,0,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-13130,-2387,1,0,0,0,2.0,-17.0,0
5066663,1,0,1,0,2,Working,Secondary / secondary special,Civil marriage,House / apartment,-14625,-7827,1,0,1,1,2.0,-19.0,0
5052990,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-20696,365243,1,0,0,0,2.0,-50.0,0
5067467,1,0,1,1,3,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11380,-1540,1,0,0,1,3.0,-13.0,0
5117760,1,0,0,0,1,State servant,Secondary / secondary special,Married,House / apartment,-19931,-3141,1,1,0,0,2.0,-20.0,0
5126085,1,0,1,1,2,State servant,Secondary / secondary special,Married,House / apartment,-14887,-2599,1,0,0,0,3.0,-26.0,0
5026421,1,1,1,0,2,Working,Secondary / secondary special,Married,Municipal apartment,-19316,-6039,1,0,0,0,2.0,-49.0,0
5149179,1,0,1,0,3,State servant,Higher education,Married,House / apartment,-18172,-11552,1,0,0,0,2.0,-39.0,0
5069224,1,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-17330,-962,1,0,1,0,2.0,-18.0,0
5038616,1,0,0,1,2,Commercial associate,Higher education,Married,With parents,-12331,-3272,1,0,0,0,3.0,-3.0,0
5085657,1,0,0,0,2,Working,Secondary / secondary special,Single / not married,Rented apartment,-13595,-1387,1,0,0,0,1.0,-6.0,0
5038921,1,0,1,1,2,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,1,0,0,0,3.0,-45.0,0
5095928,1,0,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-20592,365243,1,0,1,0,2.0,-13.0,0
5023164,1,0,1,0,2,Pensioner,Secondary / secondary special,Separated,House / apartment,-21786,365243,1,0,1,0,1.0,-38.0,0
5036560,0,1,0,1,2,Pensioner,Secondary / secondary special,Married,House / apartment,-15776,365243,1,0,1,0,3.0,-7.0,0
5029033,0,0,1,0,2,Working,Secondary / secondary special,Single / not married,With parents,-8781,-599,1,0,0,0,1.0,-27.0,0
5091345,1,0,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-11088,-1447,1,0,1,0,2.0,-9.0,0
5143579,0,1,0,0,2,Working,Incomplete higher,Married,With parents,-9124,-960,1,1,0,0,2.0,-19.0,0
5023661,0,0,1,2,1,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,4.0,-50.0,0
5024675,1,0,1,1,2,Working,Higher education,Separated,House / apartment,-15113,-1585,1,0,0,0,2.0,-23.0,0
5041239,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-20460,365243,1,0,0,0,2.0,-1.0,0
5053210,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-24060,365243,1,0,0,0,2.0,-15.0,0
5041832,1,1,0,0,2,Working,Secondary / secondary special,Married,Municipal apartment,-17372,-978,1,0,1,0,2.0,-15.0,0
5079294,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-9409,-1029,1,0,0,0,2.0,-1.0,0
5022703,0,1,1,0,3,Working,Secondary / secondary special,Single / not married,House / apartment,-14064,-5326,1,0,0,0,1.0,-6.0,0
5048623,0,1,1,0,3,Commercial associate,Higher education,Married,Office apartment,-13630,-4387,1,0,0,0,2.0,-50.0,0
5058450,1,0,1,0,1,State servant,Secondary / secondary special,Married,House / apartment,-13894,-2457,1,0,0,0,2.0,-43.0,0
5092319,1,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-12347,-2057,1,0,0,0,2.0,-56.0,0
5135956,1,0,0,0,1,Pensioner,Higher education,Widow,House / apartment,-24081,365243,1,0,0,0,1.0,-30.0,0
5125703,1,1,1,1,3,Working,Higher education,Married,House / apartment,-10791,-2478,1,0,1,1,3.0,-8.0,0
5061613,0,1,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-11378,-867,1,0,1,0,3.0,-48.0,0
5010769,0,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,1.0,-23.0,0
5113483,1,1,1,0,3,State servant,Higher education,Married,House / apartment,-17822,-9385,1,1,0,0,2.0,-53.0,0
5113485,1,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-11160,-435,1,0,0,0,3.0,-7.0,0
5096623,1,1,0,2,1,Working,Secondary / secondary special,Married,House / apartment,-12087,-1923,1,1,0,0,4.0,-30.0,0
5029647,0,0,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-14006,-869,1,1,0,0,4.0,-7.0,0
5045846,1,1,1,2,3,Commercial associate,Higher education,Married,With parents,-12621,-1327,1,0,0,0,4.0,-45.0,0
5099732,0,1,0,0,2,Working,Secondary / secondary special,Married,Co-op apartment,-10857,-218,1,0,0,0,2.0,-19.0,0
5022571,0,1,1,0,3,Pensioner,Higher education,Married,House / apartment,-21721,365243,1,0,0,0,2.0,-18.0,0
5045643,0,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-14355,-5557,1,1,0,0,3.0,-11.0,0
5117375,1,1,0,0,2,Commercial associate,Lower secondary,Married,House / apartment,-12427,-614,1,0,0,0,2.0,-4.0,0
5045856,1,1,1,2,3,Commercial associate,Higher education,Married,With parents,-12621,-1327,1,0,0,0,4.0,-12.0,0
5041465,1,1,0,0,2,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,1.0,-55.0,0
5135427,0,1,0,2,3,State servant,Secondary / secondary special,Married,House / apartment,-10293,-3243,1,0,1,0,4.0,-22.0,0
5028968,1,1,1,0,2,Pensioner,Higher education,Separated,House / apartment,-21844,365243,1,0,0,0,1.0,-15.0,0
5045222,1,0,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-11070,-645,1,1,0,0,3.0,-9.0,0
5036641,1,0,1,0,2,State servant,Higher education,Married,House / apartment,-15737,-6652,1,0,1,0,2.0,-40.0,0
5067380,1,1,1,0,3,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9130,-1390,1,0,1,0,1.0,-46.0,0
5068227,1,1,1,1,2,Working,Higher education,Separated,House / apartment,-13657,-4097,1,0,0,0,2.0,-9.0,0
5045803,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-17783,365243,1,0,0,0,2.0,-9.0,0
5117124,1,1,1,2,3,Working,Secondary / secondary special,Married,House / apartment,-13141,-1222,1,0,0,0,4.0,-51.0,0
5149205,1,0,1,1,3,Commercial associate,Higher education,Separated,House / apartment,-15226,-1020,1,0,1,0,2.0,-53.0,0
5142629,1,0,0,1,3,Working,Incomplete higher,Married,With parents,-15817,-7379,1,0,0,0,3.0,-14.0,0
5125763,0,1,0,1,2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13030,-1626,1,0,1,0,3.0,-4.0,1
5105559,1,0,1,0,3,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16817,-4410,1,0,0,1,2.0,-10.0,0
5142361,0,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,3.0,-59.0,1
5029768,1,0,1,0,2,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,2.0,-35.0,0
5149359,0,0,1,0,3,Commercial associate,Higher education,Single / not married,House / apartment,-12488,-2512,1,1,0,0,1.0,-35.0,0
5112600,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-22466,-12870,1,1,1,0,2.0,-24.0,0
5041365,1,0,0,0,3,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,1,0,0,0,2.0,-40.0,0
5067806,1,0,1,0,2,Commercial associate,Higher education,Single / not married,House / apartment,-19392,-121,1,0,1,0,1.0,-17.0,0
5116901,1,0,1,0,2,Working,Incomplete higher,Single / not married,House / apartment,-9924,-1830,1,0,1,0,1.0,-9.0,0
5068245,1,0,1,0,2,Commercial associate,Higher education,Married,House / apartment,-20063,-3062,1,1,1,0,2.0,-45.0,0
5114094,0,1,0,0,2,Working,Lower secondary,Married,Co-op apartment,-13241,-436,1,1,1,0,2.0,-54.0,0
5046306,0,1,1,0,4,Working,Secondary / secondary special,Married,House / apartment,-20074,-6348,1,0,1,0,2.0,-45.0,0
5041388,1,1,1,0,2,Working,Secondary / secondary special,Married,With parents,-15131,-6456,1,0,0,0,2.0,-11.0,0
5042041,1,0,0,0,1,Pensioner,Higher education,Single / not married,House / apartment,-23291,365243,1,0,1,0,1.0,-45.0,0
5021674,0,0,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,3.0,-47.0,0
5009684,1,0,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,1.0,-22.0,0
5135514,1,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-14909,-8083,1,0,1,0,2.0,-57.0,0
5035494,1,1,0,0,4,State servant,Higher education,Single / not married,House / apartment,-20052,-980,1,0,1,0,1.0,-33.0,0
